b'"actual_costs_to_report_date","adopted_budget","amended_budget","available_balance","category","date","date_created","department","project_description","project_id","project_year","spent","subcategory","tax_supported_utilities"
"10015","100000","350000","339985","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Elmwood-Kildonan Spray Pad","6393010114","2014","2.86",,"Tax Supported (including Transit)"
"180427.8","300000","200000","19572.2","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Solid Waste Disposal Utility","Garbage&Recycle Cart Asset Man","2064000213","2013","90.21",,"Utilities"
"57863.53","77500","77500","19636.47","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","WinghamAve-AsphConcLn Pav14x5","1420214015","2015","74.66",,"Tax Supported (including Transit)"
"984253.02","1300000","1300000","315746.98","Parks and Open Space","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Urban Forest Enhancement","1850000216","2016","75.71","Reforestation, Streets and Aesthetic Improvements","Tax Supported (including Transit)"
"671056.95","1746000","1746000","1074943.05","Community Incentive Grant Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Community Incentive Grant Prog","6251000115","2015","38.43",,"Tax Supported (including Transit)"
"200000","300000","400000","200000","Building Communities II - Phase 2","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Bldg Com-St. Boniface Ward  PM","6351970013","2013","50",,"Tax Supported (including Transit)"
"78634.79","2400000","6829000","6750365.21","Indoor Aquatic Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Seven Oaks Renewal Plan","6392010117","2017","1.15",,"Tax Supported (including Transit)"
"0","1000000","1000000","1000000","Interceptors","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","Wastewater HaulingSys Replacmt","2040001117","2017","0",,"Utilities"
"397280.67","400000","400000","2719.33","Computer Upgrades","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Winnipeg Police Service","Security and Card Access","2202200014","2014","99.32",,"Tax Supported (including Transit)"
"8458988.51","156282000","156282000","147823011.49","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Waverley Street at CN Mainline","1805001413","2013","5.41","Waterway Crossings and Grade Separations Various","Tax Supported (including Transit)"
"0","1000000","379800.56","379800.56","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","City Clerks","Innovation Capital Fund","0400001716","2016","0",,"Tax Supported (including Transit)"
"14000","100000","100000","86000","Other Street Projects","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Asset Mgmt - Various Divisions","1812000117","2017","14","Asset Management","Tax Supported (including Transit)"
"825297.05","1000000","1000000","174702.95","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Rec Walkways & Bike Paths","1832000111","2011","82.53","Active Transportation Facilities","Tax Supported (including Transit)"
"136661.68","186880","186880","50218.32","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","ImperialAve-Asph Conc Ln Pav 1","1420210215","2015","73.13",,"Tax Supported (including Transit)"
"4030901.6","5000000","5000000","969098.4","NEWPCC","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","NEWPCC-Digester Rehab","2031002511","2011","80.62",,"Utilities"
"0","0","33000","33000","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","City Clerks","ICF -Y/E Consol/Work Sys","0400121716","2016","0",,"Tax Supported (including Transit)"
"1424897.9","1950000","1943662.5","518764.6","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Osborne- Broadway / St. Mary","1804100715","2015","73.31","Streets Renewals","Tax Supported (including Transit)"
"271429","0","271429","0","Recreation and Leisure Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Daniel McIntyre Ward      P","6399030113","2013","100",,"Tax Supported (including Transit)"
"237590.2","330000","244000","6409.8","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Solid Waste Disposal Utility","Summit Landfill Closure","2063000115","2015","97.37",,"Utilities"
"0","360000","360000","360000","River Crossings Monitoring and Rehabilitation","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","River Crossings Monitoring   P","2037500017","2017","0",,"Utilities"
"203894.88","0","271428","67533.12","Recreation and Leisure Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Transcona Ward       P","6399140113","2013","75.12",,"Tax Supported (including Transit)"
"132212.27","0","312500","180287.73","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","University-Chancellor Matheson","1804102515","2015","42.31","Streets Renewals","Tax Supported (including Transit)"
"1901358.88","2200000","2192850","291491.12","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Ness EB - Rutland / Queen","1804101115","2015","86.71","Streets Renewals","Tax Supported (including Transit)"
"-0.01","525000","525000","525000.01","Arenas","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Arenas","6391000116","2016","0",,"Tax Supported (including Transit)"
"2051240.36","1964256","2257872.17","206631.81","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 16-R-05 AECOM","1806100616","2016","90.85","Street Renewals","Tax Supported (including Transit)"
"93480.97","122500","122500","29019.03","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","OaklandAve-Asph Conc Ln Pav 14","1420212515","2015","76.31",,"Tax Supported (including Transit)"
"803100.65","803251","803251","150.35","Recreation Refurbishment & Redevelopment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Community Centre Reno Grant","6252000113","2013","99.98",,"Tax Supported (including Transit)"
"115501.12","1000000","300000","184498.88","Pumping Stations","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","Tache Booster Pumping Station","2005000616","2016","38.5",,"Utilities"
"42126.61","0","71037.47","28910.86","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","PC-Century/13-R-09/GR Murray","1804300116","2016","59.3","Streets Renewals","Tax Supported (including Transit)"
"55584.12","2450000","2450000","2394415.88","Lift Station","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","Lift Station Upgrading","2035000116","2016","2.27",,"Utilities"
"96983.18","124080","124080","27096.82","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","LeightonAve-Asph Conc Ln Pav 1","1420211315","2015","78.16",,"Tax Supported (including Transit)"
"137842.61","155500","155500","17657.39","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","HelmsdaleAve-Asph Conc Ln Pav","1420211615","2015","88.64",,"Tax Supported (including Transit)"
"653051.27","993000","993000","339948.73","Computer Upgrades","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Winnipeg Police Service","Police ITSD Requirements","2202103014","2014","65.77",,"Tax Supported (including Transit)"
"22978.08","100000","99625","76646.92","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Detectable Warning Surf Reg St","1804200315","2015","23.06","Sidewalk and Curb Repair","Tax Supported (including Transit)"
"259941.04","0","271429","11487.96","Recreation and Leisure Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","St. Charles Ward         P","6399010113","2013","95.77",,"Tax Supported (including Transit)"
"0","345000","345000","345000","Transit Buses","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Transit","Bus Fleet Cameras","4210001217","2017","0",,"Tax Supported (including Transit)"
"0","140000","140000","140000","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","Calrossie/Byng/Riverside/Pembi","1420214215","2015","0",,"Tax Supported (including Transit)"
"0","100000","100000","100000","Energy Conservation","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Energy Conservation","6331000616","2016","0",,"Tax Supported (including Transit)"
"66.3","1110000","1110000","1109933.7","Arc Flash Hazard Analysis / Remediation","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","Arc Flash Hazard Analysis/Remd","2030001815","2015","0.01",,"Utilities"
"577805.79","550000","654212.5","76406.71","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Osborne - Corydon / Don","1804101015","2015","88.32","Streets Renewals","Tax Supported (including Transit)"
"1663376.48","2000000","2000000","336623.52","Public Safety Radio System","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Winnipeg Police Service/Fire Paramedic Service","Replacement Radio System","2101000015","2015","83.17",,"Tax Supported (including Transit)"
"3272703.48","3877404","3376704.78","104001.3","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 16-R-05B AECOM","1806101316","2016","96.92","Street Renewals","Tax Supported (including Transit)"
"407847.04","500000","659787.31","251940.27","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Rec Walkways & Bike Paths","1832000113","2013","61.81","Active Transportation Facilities","Tax Supported (including Transit)"
"0","7300000","7276275","7276275","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","St. James-Maroons/Portage","1804102116","2016","0","Streets Renewals","Tax Supported (including Transit)"
"239149.46","795000","795000","555850.54","Other Treatment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","OWAM Fine Grain Access","2040001616","2016","30.08",,"Utilities"
"997493.57","12699000","12699000","11701506.43","Combined Sewer Overflow (CSO) Management Strategy & Miscellaneous Mitigation","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","CSO Man Strat /Basement Flood","2038000116","2016","7.85",,"Utilities"
"27846.06","28500","28500","653.94","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","St Marys EW-Asph Con Ln Pav 16","1420211914","2014","97.71",,"Tax Supported (including Transit)"
"0","2375000","2075000","2075000","Indoor Aquatic Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Indoor Aquatic Facilities","6392000117","2017","0",,"Tax Supported (including Transit)"
"1586839.55","2842000","2842000","1255160.45","Indoor Aquatic Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Pan Am Pool-Boiler System    M","6392010114","2014","55.84",,"Tax Supported (including Transit)"
"451261.47","7895000","7895000","7443738.53","Library Replacement - Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Library Fac Redev-Transcona  M","6213001114","2014","5.72",,"Tax Supported (including Transit)"
"227781.27","400000","400000","172218.73","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","BIZ Zones Image Rtes Main Sts","6351241515","2015","56.95",,"Tax Supported (including Transit)"
"4955.9","800000","800000","795044.1","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Broadway-Portage/Sherbrook","1804101617","2017","0.62","Streets Renewals","Tax Supported (including Transit)"
"12007673.43","19000000","19000000","6992326.57","Watermain Renewals","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","2016 Watermain Renewal Progr P","2013100116","2016","63.2",,"Utilities"
"0","0","30000","30000","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","City Clerks","ICF-Case Management Software","0400011715","2015","0",,"Tax Supported (including Transit)"
"6440251.31","7480262","6572211.02","131959.71","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 15-R-04 MMM","1806100515","2015","97.99","Street Renewals","Tax Supported (including Transit)"
"45628.8","150000","100000","54371.2","Communications Network Infrastructure","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Corporate Support Services","Infrastructure Service Enhance","3458300016","2016","45.63",,"Tax Supported (including Transit)"
"601760.66","965000","965000","363239.34","Recreation Refurbishment & Redevelopment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Community Centre Reno Grant","6252000116","2016","62.36",,"Tax Supported (including Transit)"
"822381.15","850000","1112237.5","289856.35","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Watt-Chalmers/Nairin","1804101316","2016","73.94","Streets Renewals","Tax Supported (including Transit)"
"261609.02","275000","275000","13390.98","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Water & Waste - Land Drainage and Flood Control","Oversized LD Pipe Almey Ave","2070002615","2015","95.13",,"Tax Supported (including Transit)"
"7067.34","525000","525000","517932.66","Accommodation Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Accommodation Facilities","6395000116","2016","1.35",,"Tax Supported (including Transit)"
"5463442.35","6580000","6580000","1116557.65","Public Safety Radio System","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Winnipeg Police Service/Fire Paramedic Service","Trunk Radio System","2202300016","2016","83.03",,"Tax Supported (including Transit)"
"310086.41","0","1960000","1649913.59","Transit Building Replacement/Refurbishment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Transit","Trn Bldg Replce/Refurb General","4210010116","2016","15.82",,"Tax Supported (including Transit)"
"2329188.3","3000000","2398500","69311.7","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Saskatechewan Avenue Bridge  M","1805001815","2015","97.11","Waterway Crossings and Grade Separations Various","Tax Supported (including Transit)"
